reading_id,timestamp,node_id,node_name,temperature_c,humidity_pct,congestion_index,throughput_ratio,vibration_level,wind_speed_kmh,visibility_km,alert_level
SENS-0000209,2026-04-09 20:57:00,IN-PAR,Paradip Port,29.5,45.7,0.534,0.97,0.326,16.2,7.5,0
SENS-0000210,2026-04-04 01:32:00,IN-PUN,Pune DC (Chakan),23.9,63.4,0.53,0.456,0.784,13.9,10.3,0
SENS-0000211,2026-04-04 10:30:00,ZA-DUR,Durban,17.1,70.6,0.153,0.91,0.44,8.1,4.7,0
SENS-0000212,2026-04-07 23:45:00,MY-PTG,Port Klang,37.9,62.0,0.232,0.894,0.813,14.1,0.5,1
SENS-0000213,2026-04-03 18:35:00,JP-YOK,Yokohama,25.8,61.4,0.45,0.854,0.889,14.5,5.1,0
SENS-0000214,2026-04-08 10:11:00,IN-MUN,Mundra Port,33.5,26.1,0.608,0.626,0.423,0,11.6,0
SENS-0000215,2026-04-08 17:23:00,IN-AMD,Ahmedabad DC,20.7,64.8,0.423,0.931,0.793,25.9,8.6,0
SENS-0000216,2026-04-07 12:39:00,CN-NGB,Ningbo,32.7,60.4,0.201,0.448,0.468,0,10.1,1
SENS-0000217,2026-04-08 20:51:00,AE-DXB,Dubai (Jebel Ali),27.1,76.9,0.091,0.52,0.747,18.7,13.6,0
SENS-0000218,2026-04-04 06:30:00,IN-BLR,Bangalore Hub (Whitefield),20.5,87.4,0.452,0.978,0.634,0,10.8,2
SENS-0000219,2026-04-04 23:27:00,NL-RTM,Rotterdam,30.0,76.1,0.029,0.724,0.338,20.9,7.7,0
SENS-0000220,2026-04-07 23:08:00,IN-CHN,Chennai Port,24.4,72.4,0.45,0.613,0.327,18.7,4.3,0
SENS-0000221,2026-04-07 03:18:00,SG-SIN,Singapore,24.0,81.2,0.093,0.543,0.718,10.6,7.7,0
SENS-0000222,2026-04-01 21:29:00,AE-DXB,Dubai (Jebel Ali),18.0,46.6,0.152,0.858,0.781,17.2,6.2,0
SENS-0000223,2026-04-03 15:41:00,IN-HAZ,Hazira Port,24.0,63.5,0.162,0.361,0.174,7.8,9.9,0
SENS-0000224,2026-04-05 21:10:00,SG-SIN,Singapore,27.5,55.5,0.387,0.727,0.483,18.6,12.6,3
SENS-0000225,2026-04-03 20:04:00,IN-PAR,Paradip Port,20.6,43.5,0.308,0.5,0.579,12.6,7.0,0
SENS-0000226,2026-04-05 21:12:00,LK-CMB,Colombo,25.4,43.2,0.058,0.623,0.684,24.9,3.9,0
SENS-0000227,2026-04-01 00:09:00,CN-SHA,Shanghai,22.3,59.3,0.227,0.538,0.557,6.9,6.4,0
SENS-0000228,2026-04-06 17:40:00,IN-VIZ,Visakhapatnam Port,25.8,53.9,0.094,0.332,0.611,12.1,9.7,3
SENS-0000229,2026-04-02 16:03:00,IN-COK,Kochi Warehouse,34.3,76.9,0.175,0.32,0.891,20.6,11.5,3
SENS-0000230,2026-04-06 06:56:00,CN-SZX,Shenzhen,23.8,70.5,0.117,0.372,0.189,28.4,7.4,0
SENS-0000231,2026-04-05 21:04:00,US-LAX,Los Angeles,21.3,60.2,0.076,0.435,0.827,0,5.1,0
SENS-0000232,2026-04-04 06:56:00,IN-BLR,Bangalore Hub (Whitefield),17.0,60.5,0.483,0.778,0.495,23.1,7.4,2
SENS-0000233,2026-04-05 08:40:00,IN-MUM,Mumbai Warehouse (Bhiwandi),25.7,59.0,0.223,0.871,0.413,9.4,16.4,0
SENS-0000234,2026-04-08 10:09:00,IN-GAU,Guwahati Warehouse,24.8,75.0,0.319,0.772,0.319,5.6,2.2,0
SENS-0000235,2026-04-01 13:18:00,IN-HYD,Hyderabad DC,31.7,47.1,0.52,0.955,0.208,21.5,9.3,0
SENS-0000236,2026-04-09 02:05:00,IN-PAR,Paradip Port,22.0,68.0,0.203,0.522,0.514,2.6,8.3,0
SENS-0000237,2026-04-02 15:09:00,IN-HAZ,Hazira Port,21.2,87.4,0.103,0.535,0.629,15.3,3.7,1
SENS-0000238,2026-04-08 20:19:00,IN-AMD,Ahmedabad DC,25.8,62.6,0.501,0.429,0.582,15.3,9.0,0
SENS-0000239,2026-04-06 13:28:00,AE-DXB,Dubai (Jebel Ali),21.2,49.7,0.412,0.437,0.628,25.9,2.1,0
SENS-0000240,2026-04-05 21:34:00,IN-PUN,Pune DC (Chakan),27.3,68.1,0.452,0.37,0.344,21.3,5.8,0
SENS-0000241,2026-04-07 14:31:00,IN-HAZ,Hazira Port,24.5,42.1,0.182,0.793,0.359,26.5,8.4,2
SENS-0000242,2026-04-02 04:07:00,CN-SZX,Shenzhen,29.6,64.5,0.32,0.568,0.72,13.5,12.2,3
SENS-0000243,2026-04-02 09:27:00,IN-HYD,Hyderabad DC,24.8,58.5,0.195,0.523,0.252,24.9,8.6,0
SENS-0000244,2026-04-04 07:59:00,CN-NGB,Ningbo,24.9,86.5,0.098,0.863,0.598,24.2,9.4,0
SENS-0000245,2026-04-01 06:03:00,IN-BLR,Bangalore Hub (Whitefield),17.3,69.3,0.063,0.636,0.19,20.9,10.1,0
SENS-0000246,2026-04-09 14:59:00,IN-BLR,Bangalore Hub (Whitefield),24.3,70.6,0.349,0.77,0.604,18.2,5.4,1
SENS-0000247,2026-04-03 10:20:00,SG-SIN,Singapore,31.4,83.0,0.58,0.4,0.421,29.2,1.4,1
SENS-0000248,2026-04-03 10:57:00,US-LAX,Los Angeles,21.4,74.4,0.137,0.577,0.227,6.6,7.7,3
SENS-0000249,2026-04-02 19:12:00,IN-MUN,Mundra Port,28.9,67.4,0.158,0.412,0.411,0,10.5,2
SENS-0000250,2026-04-07 16:56:00,IN-BLR,Bangalore Hub (Whitefield),30.0,56.4,0.297,0.818,0.038,11.8,7.0,0
SENS-0000251,2026-04-05 22:08:00,CN-NGB,Ningbo,17.3,78.0,0.467,0.613,0.57,23.5,10.6,0
SENS-0000252,2026-04-06 00:30:00,CN-NGB,Ningbo,28.8,42.9,0.537,0.609,0.482,17.0,7.9,0
SENS-0000253,2026-04-07 12:42:00,MY-PTG,Port Klang,31.8,41.3,0.369,0.918,0.459,11.0,10.1,2
SENS-0000254,2026-04-05 07:43:00,IN-MUM,Mumbai Warehouse (Bhiwandi),12.2,93.8,0.266,0.318,0.612,7.9,10.7,2
SENS-0000255,2026-04-05 21:44:00,TH-LCH,Laem Chabang,27.8,84.9,0.257,0.942,0.444,3.6,7.4,0
SENS-0000256,2026-04-07 15:03:00,CN-SHA,Shanghai,21.8,72.4,0.462,0.537,0.764,7.7,11.7,3
SENS-0000257,2026-04-08 13:58:00,SG-SIN,Singapore,28.6,77.3,0.45,0.399,0.585,14.6,14.2,0
SENS-0000258,2026-04-02 09:17:00,AE-DXB,Dubai (Jebel Ali),29.9,75.4,0.385,0.748,0.181,7.6,10.6,0
SENS-0000259,2026-04-05 08:34:00,IN-BLR,Bangalore Hub (Whitefield),32.5,55.7,0.2,0.303,0.67,13.6,3.9,2
SENS-0000260,2026-04-05 09:27:00,CN-SHA,Shanghai,19.6,27.2,0.237,0.723,0.282,15.2,5.2,0
SENS-0000261,2026-04-09 18:11:00,US-LAX,Los Angeles,40.9,87.5,0.537,0.792,0.406,22.7,3.6,0
SENS-0000262,2026-04-07 15:36:00,JP-YOK,Yokohama,28.1,69.7,0.135,0.813,0.329,7.9,11.8,1
SENS-0000263,2026-04-07 15:34:00,CN-SZX,Shenzhen,30.4,70.2,0.637,0.836,0.602,16.7,11.9,0
SENS-0000264,2026-04-01 23:31:00,IN-KOC,Kochi Port,23.3,66.5,0.102,0.575,0.658,5.3,10.1,0
SENS-0000265,2026-04-03 00:47:00,NL-RTM,Rotterdam,33.1,78.1,0.236,0.496,0.555,10.8,9.2,0
SENS-0000266,2026-04-06 15:31:00,US-NYC,New York/New Jersey,32.0,73.9,0.556,0.916,0.652,21.5,3.5,0
SENS-0000267,2026-04-08 03:54:00,KR-BUS,Busan,28.8,80.1,0.441,0.843,0.637,23.4,7.3,0
SENS-0000268,2026-04-01 07:02:00,IN-HAZ,Hazira Port,26.0,43.8,0.519,0.439,0.739,6.2,15.4,2
SENS-0000269,2026-04-09 13:54:00,AE-DXB,Dubai (Jebel Ali),25.9,47.2,0.083,0.681,0.577,9.6,12.0,0
SENS-0000270,2026-04-07 23:00:00,IN-KOL,Kolkata Port,28.8,80.2,0.33,0.757,0.764,19.3,3.6,0
SENS-0000271,2026-04-07 10:02:00,IN-HAZ,Hazira Port,19.6,84.2,0.56,0.382,0.241,20.9,4.4,3
SENS-0000272,2026-04-01 05:37:00,AE-DXB,Dubai (Jebel Ali),26.4,59.0,0.236,0.831,0.461,7.9,9.9,0
SENS-0000273,2026-04-06 23:27:00,IN-DEL,Delhi ICD (Tughlakabad),17.1,60.6,0.217,0.917,0.797,21.9,10.6,1
SENS-0000274,2026-04-03 14:34:00,IN-CHN,Chennai Port,28.3,42.4,0.141,0.429,0.583,17.5,14.0,3
SENS-0000275,2026-04-05 14:33:00,IN-CHN,Chennai Port,31.6,114.4,0.13,0.417,0.3,9.5,6.2,0
SENS-0000276,2026-04-02 22:02:00,IN-AMD,Ahmedabad DC,29.7,66.6,0.205,0.922,0.437,9.0,8.9,0
SENS-0000277,2026-04-08 20:11:00,US-NYC,New York/New Jersey,28.3,65.2,0.429,0.526,0.686,12.2,7.0,0
SENS-0000278,2026-04-04 22:05:00,IN-VIZ,Visakhapatnam Port,29.6,63.7,0.466,0.337,0.693,8.0,11.4,1
SENS-0000279,2026-04-05 17:57:00,MY-PTG,Port Klang,24.5,79.8,0.264,0.815,0.507,11.7,8.3,3
SENS-0000280,2026-04-05 11:03:00,IN-PAR,Paradip Port,16.5,55.1,0.216,0.356,0.667,8.0,8.0,1
SENS-0000281,2026-04-06 18:31:00,KR-BUS,Busan,17.3,71.4,0.473,0.747,0.586,19.9,12.0,0
SENS-0000282,2026-04-06 20:51:00,JP-YOK,Yokohama,38.7,71.3,0.349,0.849,0.496,23.6,6.1,3
SENS-0000283,2026-04-08 13:19:00,IN-MUN,Mundra Port,15.1,68.2,0.302,0.598,0.774,25.7,7.7,0
SENS-0000284,2026-04-07 16:32:00,IN-KOL,Kolkata Port,26.1,55.2,0.076,0.85,0.621,15.1,7.3,0
SENS-0000285,2026-04-07 08:31:00,IN-JNPT,Nhava Sheva (JNPT),27.1,41.5,0.124,0.772,0.475,11.8,9.9,0
SENS-0000286,2026-04-09 03:49:00,CN-NGB,Ningbo,21.6,25.0,0.131,0.428,0.58,22.4,11.6,0
SENS-0000287,2026-04-04 05:03:00,MY-PTG,Port Klang,25.0,73.3,0.264,0.303,0.222,22.9,5.7,0
SENS-0000288,2026-04-08 00:29:00,SG-SIN,Singapore,22.9,63.3,0.202,0.537,0.593,25.8,5.2,1
SENS-0000289,2026-04-10 15:29:00,KR-BUS,Busan,23.9,66.7,0.335,0.792,0.273,23.6,4.8,2
SENS-0000290,2026-04-08 20:23:00,TH-LCH,Laem Chabang,26.2,79.1,0.524,0.574,0.66,20.2,3.6,0
SENS-0000291,2026-04-08 05:09:00,TH-LCH,Laem Chabang,21.5,66.7,0.152,0.356,0.437,18.9,7.1,0
SENS-0000292,2026-04-01 07:33:00,IN-MUM,Mumbai Warehouse (Bhiwandi),25.5,94.1,0.212,0.949,0.323,18.4,4.7,0
SENS-0000293,2026-04-07 21:14:00,IN-CHN,Chennai Port,23.6,59.2,0.264,0.385,0.452,23.8,13.2,0
SENS-0000294,2026-04-04 15:03:00,US-LAX,Los Angeles,33.0,67.9,0.283,0.307,0.438,11.1,7.8,3
SENS-0000295,2026-04-08 23:40:00,ZA-DUR,Durban,31.1,74.1,0.076,0.519,0.578,11.1,8.7,0
SENS-0000296,2026-04-07 13:49:00,IN-COK,Kochi Warehouse,30.5,47.3,0.153,0.709,0.6,31.0,10.2,0
SENS-0000297,2026-04-05 08:02:00,US-NYC,New York/New Jersey,25.9,70.1,0.331,0.358,0.363,13.9,0.5,0
SENS-0000298,2026-04-09 05:31:00,NL-RTM,Rotterdam,21.1,74.3,0.561,0.917,0.41,12.4,14.5,1
SENS-0000299,2026-04-05 21:25:00,TH-LCH,Laem Chabang,20.4,64.1,0.185,0.733,0.5,28.8,4.0,2
SENS-0000300,2026-04-08 04:24:00,CN-SHA,Shanghai,42.7,67.3,0.638,0.328,0.596,20.0,6.7,1
SENS-0000301,2026-04-04 11:34:00,IN-PAR,Paradip Port,24.2,57.7,0.169,0.665,0.683,32.2,11.3,0
SENS-0000302,2026-04-05 15:25:00,IN-BLR,Bangalore Hub (Whitefield),20.3,51.7,0.079,0.703,0.624,0,5.9,3
SENS-0000303,2026-04-10 20:03:00,IN-KOL,Kolkata Port,22.2,54.1,0.104,0.853,0.475,7.1,3.9,2
SENS-0000304,2026-04-05 03:44:00,NL-RTM,Rotterdam,16.8,67.6,0.48,0.78,0.483,1.3,5.7,3
SENS-0000305,2026-04-06 07:36:00,SG-SIN,Singapore,29.7,87.1,0.302,0.544,0.705,6.4,8.9,3
SENS-0000306,2026-04-07 10:30:00,SG-SIN,Singapore,24.9,65.0,0.347,0.685,0.349,4.5,12.4,0
SENS-0000307,2026-04-08 03:44:00,IN-COK,Kochi Warehouse,15.5,74.1,0.2,0.349,0.388,17.5,8.5,0
SENS-0000308,2026-04-06 19:27:00,IN-MUM,Mumbai Warehouse (Bhiwandi),28.4,80.0,0.414,0.385,0.258,18.9,7.6,0
SENS-0000309,2026-04-03 22:23:00,CN-SZX,Shenzhen,31.0,66.2,0.375,0.479,0.63,28.5,7.8,0
SENS-0000310,2026-04-03 13:22:00,KR-BUS,Busan,28.0,75.6,0.267,0.446,0.313,20.9,5.8,0
SENS-0000311,2026-04-01 14:09:00,NL-RTM,Rotterdam,30.8,66.6,0.147,0.697,0.403,25.2,9.3,0
SENS-0000312,2026-04-02 05:06:00,IN-TUT,Tuticorin Port,23.5,102.3,0.264,0.414,0.265,20.6,3.5,0
SENS-0000313,2026-04-08 22:59:00,JP-YOK,Yokohama,26.8,57.7,0.297,0.375,0.674,25.0,9.5,0
SENS-0000314,2026-04-07 07:49:00,LK-CMB,Colombo,33.4,66.3,0.194,0.812,0.721,16.1,8.8,2
SENS-0000315,2026-04-08 16:35:00,IN-GAU,Guwahati Warehouse,24.0,37.1,0.393,0.301,0.583,7.4,10.2,0
SENS-0000316,2026-04-02 22:44:00,IN-KOL,Kolkata Port,37.0,89.6,0.566,0.594,0.646,11.0,8.0,0
SENS-0000317,2026-04-05 00:57:00,IN-GAU,Guwahati Warehouse,28.1,67.8,0.591,0.942,0.362,17.6,9.0,0
SENS-0000318,2026-04-07 12:26:00,IN-BLR,Bangalore Hub (Whitefield),33.3,42.0,0.038,0.919,0.404,0,7.6,0
SENS-0000319,2026-04-01 10:41:00,US-LAX,Los Angeles,14.7,51.7,0.113,0.49,0.694,22.0,7.9,0
SENS-0000320,2026-04-02 20:13:00,DE-HAM,Hamburg,33.5,58.7,0.508,0.571,0.373,15.4,8.4,0
SENS-0000321,2026-04-02 06:05:00,CN-NGB,Ningbo,30.1,19.1,0.257,0.966,0.342,25.3,12.2,0
SENS-0000322,2026-04-04 11:53:00,IN-VIZ,Visakhapatnam Port,13.1,89.9,0.136,0.573,0.533,16.1,14.8,2
SENS-0000323,2026-04-05 13:16:00,IN-HAZ,Hazira Port,26.4,76.4,0.357,0.646,0.515,22.6,6.9,0
SENS-0000324,2026-04-06 00:06:00,DE-HAM,Hamburg,25.9,38.0,0.317,0.615,0.693,31.9,4.4,0
SENS-0000325,2026-04-10 08:25:00,CN-NGB,Ningbo,39.7,52.0,0.387,0.879,0.365,7.6,9.8,3
SENS-0000326,2026-04-09 14:24:00,IN-MUM,Mumbai Warehouse (Bhiwandi),32.8,59.9,0.182,0.538,0.776,14.3,3.7,3
SENS-0000327,2026-04-04 19:19:00,CN-SZX,Shenzhen,32.0,52.0,0.063,0.723,0.472,6.1,8.5,0
SENS-0000328,2026-04-09 11:51:00,IN-TUT,Tuticorin Port,32.0,84.3,0.235,0.743,0.455,14.7,15.4,1
SENS-0000329,2026-04-08 05:04:00,IN-MUM,Mumbai Warehouse (Bhiwandi),28.7,91.6,0.193,0.61,0.969,31.8,6.4,0
SENS-0000330,2026-04-06 20:42:00,IN-MUM,Mumbai Warehouse (Bhiwandi),36.1,62.9,0.205,0.78,0.344,12.7,2.9,0
SENS-0000331,2026-04-07 11:04:00,SG-SIN,Singapore,26.1,65.6,0.284,0.497,0.713,24.2,6.3,0
SENS-0000332,2026-04-05 07:19:00,IN-VIZ,Visakhapatnam Port,34.0,55.3,0.163,0.766,0.455,17.0,6.5,0
SENS-0000333,2026-04-06 00:39:00,JP-YOK,Yokohama,21.7,58.4,0.169,0.757,0.218,12.8,12.3,0
SENS-0000334,2026-04-06 13:01:00,IN-COK,Kochi Warehouse,29.6,85.9,0.018,0.896,0.551,15.9,8.3,0
SENS-0000335,2026-04-06 13:54:00,IN-KND,Kandla Port,19.6,69.5,0.474,0.608,0.599,27.1,6.3,1
SENS-0000336,2026-04-03 02:48:00,IN-COK,Kochi Warehouse,29.1,58.1,0.387,0.325,0.331,9.1,5.0,0
SENS-0000337,2026-04-04 16:08:00,IN-PAR,Paradip Port,25.5,30.2,0.289,0.488,-0.051,17.9,6.4,0
SENS-0000338,2026-04-02 14:40:00,US-LAX,Los Angeles,35.9,70.9,0.308,0.791,0.7,11.8,7.2,3
SENS-0000339,2026-04-06 21:44:00,JP-YOK,Yokohama,28.7,68.2,0.369,0.465,0.473,12.8,0.5,0
SENS-0000340,2026-04-01 00:12:00,TH-LCH,Laem Chabang,36.3,85.8,0.178,0.421,0.573,25.6,8.5,0
SENS-0000341,2026-04-02 12:12:00,DE-HAM,Hamburg,27.2,60.4,0.149,0.855,0.398,8.2,6.7,0
SENS-0000342,2026-04-08 15:34:00,IN-KOL,Kolkata Port,31.2,48.3,0.224,0.432,0.944,21.3,5.9,0
SENS-0000343,2026-04-09 14:08:00,KR-BUS,Busan,20.6,48.4,0.345,0.766,0.276,10.2,6.2,0
SENS-0000344,2026-04-08 10:04:00,AE-DXB,Dubai (Jebel Ali),22.7,51.9,0.08,0.393,0.589,24.4,8.4,0
SENS-0000345,2026-04-02 11:49:00,IN-MUN,Mundra Port,23.3,69.6,0.316,0.404,0.287,22.2,10.6,3
SENS-0000346,2026-04-01 22:59:00,SG-SIN,Singapore,21.8,58.4,0.182,0.331,0.706,17.3,8.0,1
SENS-0000347,2026-04-04 02:30:00,IN-KOL,Kolkata Port,37.1,69.5,0.224,0.566,0.381,22.7,7.5,0
SENS-0000348,2026-04-05 09:52:00,IN-CHN,Chennai Port,39.3,67.9,0.167,0.751,0.361,16.5,8.2,0
SENS-0000349,2026-04-09 04:07:00,IN-KND,Kandla Port,22.1,58.4,0.297,0.329,0.506,14.9,12.3,0
SENS-0000350,2026-04-10 01:35:00,CN-NGB,Ningbo,25.9,68.4,0.183,0.942,0.101,0,5.6,2
SENS-0000351,2026-04-08 13:57:00,MY-PTG,Port Klang,30.2,72.0,0.409,0.727,0.612,25.0,3.6,0
SENS-0000352,2026-04-03 12:38:00,SG-SIN,Singapore,27.1,46.3,0.609,0.921,0.285,25.0,3.1,2
SENS-0000353,2026-04-06 21:29:00,LK-CMB,Colombo,23.1,83.0,0.276,0.481,-0.014,18.7,7.5,0
SENS-0000354,2026-04-10 14:39:00,CN-NGB,Ningbo,20.4,41.9,0.375,0.445,0.766,0,2.1,2
SENS-0000355,2026-04-07 16:35:00,IN-PAR,Paradip Port,24.3,48.9,0.212,0.86,0.316,9.9,2.1,0
SENS-0000356,2026-04-01 00:54:00,IN-PAR,Paradip Port,21.7,69.1,0.313,0.98,0.565,2.0,10.4,0
SENS-0000357,2026-04-01 21:43:00,ZA-DUR,Durban,37.8,61.5,0.334,0.41,0.328,16.8,3.4,0
SENS-0000358,2026-04-09 19:58:00,IN-KOC,Kochi Port,30.8,58.6,0.357,0.447,0.521,5.7,11.9,0
SENS-0000359,2026-04-01 07:37:00,ZA-DUR,Durban,23.6,58.8,0.292,0.464,0.128,25.2,9.1,0
SENS-0000360,2026-04-07 03:24:00,CN-SHA,Shanghai,20.0,71.1,0.379,0.435,0.31,11.5,4.2,0
SENS-0000361,2026-04-06 11:46:00,IN-GAU,Guwahati Warehouse,26.2,65.2,0.346,0.374,0.293,24.3,7.3,0
SENS-0000362,2026-04-06 05:32:00,SG-SIN,Singapore,31.7,26.0,0.312,0.578,0.253,14.4,5.2,0
SENS-0000363,2026-04-07 23:21:00,ZA-DUR,Durban,34.4,61.0,0.731,0.312,0.543,12.5,6.9,2
SENS-0000364,2026-04-07 10:29:00,US-LAX,Los Angeles,24.6,57.2,0.534,0.637,0.207,23.2,11.4,0
SENS-0000365,2026-04-01 07:40:00,MY-PTG,Port Klang,35.0,47.9,0.038,0.962,0.606,13.9,6.4,0
SENS-0000366,2026-04-03 07:19:00,IN-MUN,Mundra Port,15.2,63.9,0.13,0.875,0.448,23.7,8.5,0
SENS-0000367,2026-04-05 04:28:00,IN-AMD,Ahmedabad DC,19.1,57.6,0.379,0.948,0.751,16.5,6.0,0
SENS-0000368,2026-04-10 19:37:00,CN-SZX,Shenzhen,26.3,67.1,0.296,0.521,0.216,11.2,12.1,0
SENS-0000369,2026-04-06 03:19:00,IN-KOC,Kochi Port,19.4,67.9,0.19,0.86,0.092,20.3,3.9,0
SENS-0000370,2026-04-08 03:34:00,SG-SIN,Singapore,45.1,53.0,0.088,0.784,0.644,24.7,8.6,0
SENS-0000371,2026-04-04 07:55:00,TH-LCH,Laem Chabang,26.1,49.8,0.395,0.442,0.187,10.0,8.2,0
SENS-0000372,2026-04-01 15:54:00,IN-MUN,Mundra Port,28.9,70.9,0.42,0.695,0.26,18.1,9.1,0
SENS-0000373,2026-04-05 13:15:00,CN-SHA,Shanghai,19.8,78.3,0.109,0.355,0.254,6.3,6.8,0
SENS-0000374,2026-04-08 04:06:00,DE-HAM,Hamburg,30.6,55.0,0.057,0.571,0.308,10.8,9.9,0
SENS-0000375,2026-04-06 05:27:00,IN-DEL,Delhi ICD (Tughlakabad),25.1,63.5,0.215,0.662,0.469,33.6,7.8,0
SENS-0000376,2026-04-08 22:34:00,IN-KOC,Kochi Port,25.4,70.1,0.237,0.395,0.378,21.7,3.2,1
SENS-0000377,2026-04-04 01:28:00,IN-MUM,Mumbai Warehouse (Bhiwandi),41.5,67.6,0.299,0.636,0.701,7.7,12.3,0
SENS-0000378,2026-04-08 17:09:00,US-NYC,New York/New Jersey,34.8,58.3,0.047,0.899,0.812,31.8,9.5,2
SENS-0000379,2026-04-10 16:27:00,US-LAX,Los Angeles,17.5,47.3,0.105,0.956,0.372,4.6,7.4,0
SENS-0000380,2026-04-03 05:35:00,IN-CHN,Chennai Port,22.1,49.2,0.387,0.349,0.271,18.0,9.7,0
SENS-0000381,2026-04-09 07:09:00,IN-HYD,Hyderabad DC,26.9,73.6,0.375,0.977,0.312,20.8,5.3,0
SENS-0000382,2026-04-05 22:53:00,MY-PTG,Port Klang,21.4,67.6,0.066,0.383,0.243,17.6,7.8,2
SENS-0000383,2026-04-07 21:15:00,MY-PTG,Port Klang,24.5,78.5,0.128,0.484,0.777,14.4,8.5,1
SENS-0000384,2026-04-09 00:29:00,IN-KND,Kandla Port,24.8,90.0,0.234,0.938,0.498,0,5.5,0
SENS-0000385,2026-04-05 20:32:00,MY-PTG,Port Klang,31.3,87.6,0.186,0.434,0.193,20.0,7.5,2
SENS-0000386,2026-04-08 13:29:00,IN-MUN,Mundra Port,34.4,70.5,0.122,0.714,0.388,22.7,5.9,2
SENS-0000387,2026-04-05 06:06:00,LK-CMB,Colombo,33.7,90.6,0.203,0.439,0.643,14.7,10.7,0
SENS-0000388,2026-04-05 02:26:00,IN-KOC,Kochi Port,27.4,56.6,0.223,0.783,0.792,5.4,10.9,0
SENS-0000389,2026-04-01 12:23:00,IN-KOC,Kochi Port,27.8,86.0,0.265,0.435,0.395,19.6,8.5,1
SENS-0000390,2026-04-05 10:18:00,IN-JNPT,Nhava Sheva (JNPT),34.7,83.7,0.124,0.625,0.441,9.7,7.3,0
SENS-0000391,2026-04-07 15:46:00,IN-VIZ,Visakhapatnam Port,24.8,69.2,0.26,0.503,0.421,25.5,5.1,0
SENS-0000392,2026-04-06 19:48:00,JP-YOK,Yokohama,24.1,54.4,0.207,0.681,0.5,18.0,5.0,3
SENS-0000393,2026-04-02 15:37:00,US-NYC,New York/New Jersey,29.7,83.1,0.295,0.447,0.537,4.0,5.6,2
SENS-0000394,2026-04-07 23:19:00,SG-SIN,Singapore,22.8,42.4,0.461,0.842,0.605,9.4,6.8,0
SENS-0000395,2026-04-03 19:57:00,IN-MUM,Mumbai Warehouse (Bhiwandi),22.5,74.3,0.339,0.748,0.328,19.7,11.4,0
SENS-0000396,2026-04-04 20:21:00,LK-CMB,Colombo,35.3,86.2,0.513,0.946,0.466,2.9,10.0,0
SENS-0000397,2026-04-08 03:06:00,SG-SIN,Singapore,30.1,51.9,0.694,0.401,0.266,9.8,11.8,0
SENS-0000398,2026-04-05 07:28:00,US-LAX,Los Angeles,17.0,45.2,0.54,0.961,0.729,2.0,5.1,0
SENS-0000399,2026-04-08 01:00:00,CN-SZX,Shenzhen,38.4,101.5,0.287,0.649,0.783,11.6,5.8,0
SENS-0000400,2026-04-07 03:05:00,CN-SHA,Shanghai,31.4,67.0,0.473,0.796,0.33,15.8,11.0,3
SENS-0000401,2026-04-07 02:26:00,ZA-DUR,Durban,29.9,104.0,0.419,0.834,0.612,15.4,10.2,0
SENS-0000402,2026-04-06 22:37:00,IN-TUT,Tuticorin Port,22.8,54.5,0.684,0.408,0.63,15.0,7.8,0
SENS-0000403,2026-04-09 13:00:00,NL-RTM,Rotterdam,24.3,54.5,0.182,0.453,0.356,15.5,6.1,0
SENS-0000404,2026-04-09 16:10:00,IN-PAR,Paradip Port,32.3,46.7,0.08,0.937,0.634,29.3,8.6,0
SENS-0000405,2026-04-05 01:46:00,IN-MUN,Mundra Port,20.6,68.9,0.328,0.717,0.624,18.5,7.0,1
SENS-0000406,2026-04-02 15:00:00,IN-BLR,Bangalore Hub (Whitefield),22.2,70.9,0.256,0.366,0.049,10.0,3.5,1
SENS-0000407,2026-04-01 03:47:00,IN-AMD,Ahmedabad DC,42.7,47.4,0.474,0.737,0.356,21.4,1.3,0
SENS-0000408,2026-04-02 18:04:00,CN-NGB,Ningbo,28.1,68.4,0.241,0.464,0.578,33.4,5.3,1
SENS-0000409,2026-04-05 04:41:00,JP-YOK,Yokohama,30.4,70.7,0.123,0.322,0.442,14.9,6.7,0
SENS-0000410,2026-04-10 13:46:00,IN-KOL,Kolkata Port,36.5,71.4,0.361,0.812,0.915,11.7,8.7,0
SENS-0000411,2026-04-09 01:35:00,US-NYC,New York/New Jersey,27.7,81.5,0.455,0.451,0.692,10.6,3.9,0
SENS-0000412,2026-04-07 17:26:00,IN-VIZ,Visakhapatnam Port,25.2,80.4,0.383,0.42,0.709,21.0,4.2,0
SENS-0000413,2026-04-06 16:27:00,ZA-DUR,Durban,26.2,37.0,0.359,0.598,0.267,7.7,7.2,0
SENS-0000414,2026-04-09 01:24:00,IN-KOL,Kolkata Port,33.7,65.8,0.297,0.59,0.546,9.5,11.7,0
SENS-0000415,2026-04-01 19:25:00,MY-PTG,Port Klang,22.1,55.3,0.286,0.934,0.274,27.0,6.3,0
SENS-0000416,2026-04-02 06:32:00,IN-HAZ,Hazira Port,24.3,48.3,0.157,0.499,0.464,20.0,8.1,1
SENS-0000417,2026-04-09 15:23:00,IN-VIZ,Visakhapatnam Port,25.3,74.8,0.503,0.314,0.158,19.9,7.9,0
SENS-0000418,2026-04-03 09:00:00,IN-PAR,Paradip Port,31.0,56.4,0.257,0.721,0.683,16.7,8.8,0
