shipment_id,booking_date,eta,actual_arrival,transit_days_planned,transit_days_actual,delay_days,origin_id,origin_name,dest_id,dest_name,commodity,hs_code,teu,total_cost_usd,carrier,status,risk_score,disruption_flag,transport_mode,distance_kkm
SHP-000126,2025-12-27,2026-01-22,2026-01-22,26,26,0,IN-VIZ,Visakhapatnam Port,IN-HYD,Hyderabad DC,Machinery,HS-84,1,4194,PIL (Pacific Int. Line),delivered,0.419,0,multimodal,1.0
SHP-000127,2026-04-06,2026-05-11,2026-05-12,35,36,1,CN-NGB,Ningbo,IN-COK,Kochi Warehouse,Textiles & Garments,HS-62,3,8706,Maersk Line,delivered,0.267,0,sea,2.3
SHP-000128,2025-02-07,2025-02-12,2025-02-13,5,6,1,IN-JNPT,Nhava Sheva (JNPT),CN-NGB,Ningbo,Food Products,HS-21,3,3138,MSC,delayed,0.218,0,rail,3.9
SHP-000129,2025-08-18,2025-09-14,2025-09-15,27,28,1,IN-BLR,Bangalore Hub (Whitefield),JP-YOK,Yokohama,Agricultural Products,HS-10,1,4323,ZIM Integrated Shipping,delivered,0.137,0,rail,4.3
SHP-000130,2025-12-11,2026-01-17,2026-01-18,37,38,1,IN-MUN,Mundra Port,ZA-DUR,Durban,Petroleum Products,HS-27,5,9065,Evergreen Marine,delivered,0.073,0,sea,4.1
SHP-000131,2025-04-16,2025-04-23,2025-04-23,7,7,0,IN-BLR,Bangalore Hub (Whitefield),IN-MUN,Mundra Port,Automobile Parts,HS-87,2,7104,Maersk Line,in_transit,0.076,0,rail,3.9
SHP-000132,2025-05-29,2025-06-15,2025-06-18,17,20,3,IN-KOL,Kolkata Port,IN-PAR,Paradip Port,Machinery,HS-84,2,6498,PIL (Pacific Int. Line),in_transit,0.546,0,road,0.8
SHP-000133,2025-09-11,2025-09-17,2025-09-29,6,18,12,CN-SHA,Shanghai,IN-MUM,Mumbai Warehouse (Bhiwandi),Machinery,HS-84,5,10525,Evergreen Marine,delivered,0.347,1,rail,4.3
SHP-000134,2026-04-14,2026-04-20,2026-04-21,6,7,1,ZA-DUR,Durban,IN-KND,Kandla Port,Petroleum Products,HS-27,3,4047,Evergreen Marine,delivered,0.328,0,road,0.9
SHP-000135,2025-07-13,2025-08-23,2025-08-25,41,43,2,CN-SZX,Shenzhen,IN-KOL,Kolkata Port,Chemical Products,HS-38,1,3919,MSC,delivered,0.485,0,road,4.8
SHP-000136,2026-01-15,2026-01-25,2026-01-27,10,12,2,IN-JNPT,Nhava Sheva (JNPT),CN-NGB,Ningbo,Automobile Parts,HS-87,10,36490,Yang Ming,delivered,0.146,0,multimodal,2.6
SHP-000137,2025-07-04,2025-08-08,2025-08-13,35,40,5,DE-HAM,Hamburg,ZA-DUR,Durban,Chemical Products,HS-38,1,3759,Yang Ming,delivered,0.554,0,rail,3.8
SHP-000138,2026-04-24,2026-06-03,2026-06-04,40,41,1,IN-MUN,Mundra Port,NL-RTM,Rotterdam,Machinery,HS-84,2,3206,Evergreen Marine,delivered,0.232,0,road,1.7
SHP-000139,2026-01-11,2026-02-05,2026-02-05,25,25,0,IN-COK,Kochi Warehouse,IN-PUN,Pune DC (Chakan),Pharmaceuticals,HS-30,3,13326,ZIM Integrated Shipping,delivered,0.631,0,sea,3.9
SHP-000140,2025-04-29,2025-05-06,2025-05-08,7,9,2,IN-BLR,Bangalore Hub (Whitefield),IN-PAR,Paradip Port,Plastics,HS-39,2,5334,Maersk Line,delivered,0.311,0,multimodal,0.6
SHP-000141,2025-09-29,2025-10-19,2025-10-20,20,21,1,IN-BLR,Bangalore Hub (Whitefield),IN-JNPT,Nhava Sheva (JNPT),Electronics,HS-85,1,4130,Hapag-Lloyd,delivered,0.361,0,rail,1.6
SHP-000142,2026-02-12,2026-03-12,2026-03-12,28,28,0,NL-RTM,Rotterdam,DE-HAM,Hamburg,Chemical Products,HS-38,3,5388,Evergreen Marine,disrupted,0.1,0,sea,0.9
SHP-000143,2025-11-23,2025-11-26,2025-11-28,3,5,2,KR-BUS,Busan,IN-AMD,Ahmedabad DC,Electronics,HS-85,3,7731,MSC,delivered,0.113,0,multimodal,1.7
SHP-000144,2025-10-16,2025-11-30,2025-11-30,45,45,0,IN-HAZ,Hazira Port,US-LAX,Los Angeles,Machinery,HS-84,1,1648,ONE (Ocean Network Express),delivered,0.466,0,rail,3.0
SHP-000145,2026-01-22,2026-02-02,2026-02-05,11,14,3,KR-BUS,Busan,TH-LCH,Laem Chabang,Agricultural Products,HS-10,3,6648,MSC,delivered,0.301,0,multimodal,4.9
SHP-000146,2025-05-20,2025-06-20,2025-06-21,31,32,1,MY-PTG,Port Klang,IN-MUN,Mundra Port,Plastics,HS-39,3,7011,ONE (Ocean Network Express),delivered,0.576,0,rail,3.7
SHP-000147,2025-07-14,2025-08-26,2025-08-26,43,43,0,IN-VIZ,Visakhapatnam Port,US-LAX,Los Angeles,Pharmaceuticals,HS-30,2,2472,Evergreen Marine,delivered,0.087,0,sea,0.6
SHP-000148,2025-11-03,2025-11-26,2025-12-01,23,28,5,DE-HAM,Hamburg,IN-VIZ,Visakhapatnam Port,Food Products,HS-21,2,4776,Maersk Line,in_transit,0.405,0,rail,1.1
SHP-000149,2025-03-16,2025-03-23,2025-03-23,7,7,0,ZA-DUR,Durban,US-LAX,Los Angeles,Petroleum Products,HS-27,2,5566,Hapag-Lloyd,in_transit,0.173,0,rail,2.6
SHP-000150,2025-07-22,2025-08-15,2025-08-18,24,27,3,IN-PAR,Paradip Port,ZA-DUR,Durban,Electronics,HS-85,5,10745,Evergreen Marine,delivered,0.217,0,road,1.9
SHP-000151,2025-04-01,2025-04-29,2025-05-11,28,40,12,CN-SZX,Shenzhen,IN-AMD,Ahmedabad DC,Steel & Iron,HS-72,4,13568,Hapag-Lloyd,delivered,0.361,1,multimodal,2.1
SHP-000152,2026-01-29,2026-03-08,2026-03-08,38,38,0,CN-SZX,Shenzhen,CN-SHA,Shanghai,Plastics,HS-39,10,16580,Yang Ming,delivered,0.126,0,multimodal,3.5
SHP-000153,2025-05-10,2025-06-24,2025-06-24,45,45,0,IN-PAR,Paradip Port,ZA-DUR,Durban,Automobile Parts,HS-87,5,5510,Evergreen Marine,delivered,0.325,0,multimodal,2.9
SHP-000154,2026-01-29,2026-02-16,2026-02-18,18,20,2,JP-YOK,Yokohama,IN-VIZ,Visakhapatnam Port,Textiles & Garments,HS-62,1,3309,ONE (Ocean Network Express),delivered,0.238,0,rail,2.5
SHP-000155,2025-10-29,2025-12-03,2025-12-03,35,35,0,IN-DEL,Delhi ICD (Tughlakabad),IN-PUN,Pune DC (Chakan),Plastics,HS-39,3,6030,Maersk Line,delivered,0.284,0,multimodal,0.9
SHP-000156,2025-06-03,2025-06-08,2025-06-11,5,8,3,IN-HYD,Hyderabad DC,MY-PTG,Port Klang,Textiles & Garments,HS-62,1,2205,MSC,delivered,0.507,0,multimodal,4.8
SHP-000157,2025-04-05,2025-04-19,2025-04-21,14,16,2,AE-DXB,Dubai (Jebel Ali),IN-DEL,Delhi ICD (Tughlakabad),Plastics,HS-39,2,7640,Evergreen Marine,delivered,0.171,0,rail,1.8
SHP-000158,2025-04-06,2025-05-02,2025-05-02,26,26,0,IN-HAZ,Hazira Port,IN-KOC,Kochi Port,Machinery,HS-84,1,3547,Yang Ming,delayed,0.272,0,sea,2.1
SHP-000159,2025-12-28,2026-01-19,2026-01-24,22,27,5,IN-PUN,Pune DC (Chakan),CN-SHA,Shanghai,Plastics,HS-39,1,1348,PIL (Pacific Int. Line),delivered,0.196,0,multimodal,2.4
SHP-000160,2025-04-06,2025-05-10,2025-05-12,34,36,2,IN-PAR,Paradip Port,KR-BUS,Busan,Agricultural Products,HS-10,3,8415,CMA CGM,delivered,0.127,0,sea,2.7
SHP-000161,2025-09-16,2025-10-30,2025-10-31,44,45,1,CN-SZX,Shenzhen,KR-BUS,Busan,Machinery,HS-84,2,8480,Yang Ming,delivered,0.091,0,sea,1.7
SHP-000162,2025-10-17,2025-11-20,2025-11-21,34,35,1,US-NYC,New York/New Jersey,SG-SIN,Singapore,Petroleum Products,HS-27,3,5691,MSC,in_transit,0.289,0,road,4.4
SHP-000163,2025-06-28,2025-07-06,2025-07-07,8,9,1,IN-CHN,Chennai Port,IN-HYD,Hyderabad DC,Chemical Products,HS-38,5,8850,MSC,delivered,0.283,0,multimodal,1.2
SHP-000164,2026-02-17,2026-02-23,2026-02-24,6,7,1,IN-PAR,Paradip Port,CN-NGB,Ningbo,Automobile Parts,HS-87,2,6012,ZIM Integrated Shipping,delivered,0.317,0,sea,1.1
SHP-000165,2026-03-20,2026-05-03,2026-05-03,44,44,0,IN-BLR,Bangalore Hub (Whitefield),IN-KOL,Kolkata Port,Chemical Products,HS-38,2,7426,CMA CGM,delivered,0.196,0,road,3.3
SHP-000166,2025-11-21,2025-11-29,2025-11-30,8,9,1,KR-BUS,Busan,IN-HYD,Hyderabad DC,Textiles & Garments,HS-62,4,17572,Hapag-Lloyd,delivered,0.009,0,multimodal,3.4
SHP-000167,2025-07-23,2025-08-08,2025-08-20,16,28,12,DE-HAM,Hamburg,IN-HAZ,Hazira Port,Machinery,HS-84,3,6366,COSCO Shipping,delayed,0.199,1,road,4.5
SHP-000168,2025-11-17,2025-12-19,2025-12-19,32,32,0,IN-KOL,Kolkata Port,IN-CHN,Chennai Port,Textiles & Garments,HS-62,2,1604,CMA CGM,disrupted,0.136,0,road,1.2
SHP-000169,2025-07-04,2025-07-23,2025-07-23,19,19,0,US-LAX,Los Angeles,IN-VIZ,Visakhapatnam Port,Plastics,HS-39,1,3362,CMA CGM,delivered,0.345,0,sea,1.5
SHP-000170,2025-04-26,2025-06-01,2025-06-03,36,38,2,IN-HAZ,Hazira Port,IN-PAR,Paradip Port,Food Products,HS-21,1,2207,Maersk Line,delayed,0.137,0,sea,1.0
SHP-000171,2025-07-15,2025-07-26,2025-07-28,11,13,2,JP-YOK,Yokohama,ZA-DUR,Durban,Pharmaceuticals,HS-30,1,3107,CMA CGM,delivered,0.294,0,rail,4.6
SHP-000172,2026-04-05,2026-04-14,2026-04-14,9,9,0,IN-HYD,Hyderabad DC,CN-NGB,Ningbo,Textiles & Garments,HS-62,3,7116,MSC,delivered,0.33,0,rail,3.0
SHP-000173,2026-03-25,2026-04-16,2026-04-16,22,22,0,US-NYC,New York/New Jersey,IN-MUN,Mundra Port,Plastics,HS-39,3,11589,PIL (Pacific Int. Line),delivered,0.265,0,multimodal,1.0
SHP-000174,2026-04-01,2026-04-04,2026-04-16,3,15,12,IN-COK,Kochi Warehouse,IN-HAZ,Hazira Port,Machinery,HS-84,1,4325,ONE (Ocean Network Express),delayed,0.359,1,sea,0.6
SHP-000175,2025-04-21,2025-04-26,2025-05-04,5,13,8,IN-HAZ,Hazira Port,IN-JNPT,Nhava Sheva (JNPT),Chemical Products,HS-38,3,10122,Evergreen Marine,in_transit,0.476,1,rail,1.7
SHP-000176,2026-04-17,2026-05-03,2026-05-15,16,28,12,ZA-DUR,Durban,IN-VIZ,Visakhapatnam Port,Machinery,HS-84,3,7200,CMA CGM,delivered,0.392,1,multimodal,3.8
SHP-000177,2025-02-14,2025-03-16,2025-03-16,30,30,0,LK-CMB,Colombo,IN-KOL,Kolkata Port,Automobile Parts,HS-87,3,6198,PIL (Pacific Int. Line),delivered,0.721,0,road,2.9
SHP-000178,2025-03-06,2025-03-26,2025-03-28,20,22,2,NL-RTM,Rotterdam,SG-SIN,Singapore,Steel & Iron,HS-72,5,4600,MSC,delivered,0.324,0,sea,2.7
SHP-000179,2025-09-13,2025-10-22,2025-10-22,39,39,0,IN-GAU,Guwahati Warehouse,JP-YOK,Yokohama,Electronics,HS-85,2,2442,CMA CGM,delayed,0.626,0,rail,1.3
SHP-000180,2025-06-14,2025-07-02,2025-07-03,18,19,1,IN-CHN,Chennai Port,IN-BLR,Bangalore Hub (Whitefield),Automobile Parts,HS-87,2,2238,ONE (Ocean Network Express),delivered,0.248,0,sea,4.8
SHP-000181,2026-02-01,2026-02-23,2026-02-23,22,22,0,IN-HAZ,Hazira Port,IN-PUN,Pune DC (Chakan),Chemical Products,HS-38,3,6933,ZIM Integrated Shipping,delivered,0.282,0,multimodal,5.0
SHP-000182,2025-01-04,2025-02-02,2025-02-02,29,29,0,CN-SZX,Shenzhen,LK-CMB,Colombo,Pharmaceuticals,HS-30,2,8476,ZIM Integrated Shipping,delivered,0.018,0,road,1.0
SHP-000183,2025-01-31,2025-02-12,2025-02-14,12,14,2,LK-CMB,Colombo,IN-BLR,Bangalore Hub (Whitefield),Petroleum Products,HS-27,1,1748,MSC,delayed,0.333,0,sea,3.1
SHP-000184,2026-02-24,2026-03-24,2026-03-24,28,28,0,IN-GAU,Guwahati Warehouse,IN-PAR,Paradip Port,Plastics,HS-39,1,3513,PIL (Pacific Int. Line),disrupted,0.209,0,road,1.9
SHP-000185,2025-04-14,2025-04-25,2025-04-28,11,14,3,US-LAX,Los Angeles,AE-DXB,Dubai (Jebel Ali),Textiles & Garments,HS-62,1,1232,PIL (Pacific Int. Line),delivered,0.261,0,rail,2.5
SHP-000186,2025-02-16,2025-03-01,2025-03-04,13,16,3,IN-PUN,Pune DC (Chakan),NL-RTM,Rotterdam,Textiles & Garments,HS-62,5,18270,Hapag-Lloyd,delivered,0.253,0,road,2.3
SHP-000187,2026-02-24,2026-03-10,2026-03-10,14,14,0,IN-KOL,Kolkata Port,ZA-DUR,Durban,Chemical Products,HS-38,8,24616,Evergreen Marine,in_transit,0.48,0,rail,1.1
SHP-000188,2025-11-19,2026-01-02,2026-01-02,44,44,0,IN-DEL,Delhi ICD (Tughlakabad),JP-YOK,Yokohama,Plastics,HS-39,2,8258,PIL (Pacific Int. Line),delivered,0.548,0,road,1.1
SHP-000189,2026-04-19,2026-05-28,2026-05-29,39,40,1,IN-PUN,Pune DC (Chakan),IN-KOL,Kolkata Port,Pharmaceuticals,HS-30,3,7101,Evergreen Marine,delivered,0.209,0,rail,0.7
SHP-000190,2025-07-30,2025-09-06,2025-09-07,38,39,1,LK-CMB,Colombo,US-NYC,New York/New Jersey,Petroleum Products,HS-27,2,2724,MSC,delivered,0.448,0,sea,5.0
SHP-000191,2026-02-05,2026-03-11,2026-03-11,34,34,0,DE-HAM,Hamburg,IN-AMD,Ahmedabad DC,Machinery,HS-84,3,7170,PIL (Pacific Int. Line),delivered,0.137,0,road,0.8
SHP-000192,2025-04-30,2025-05-13,2025-05-13,13,13,0,IN-AMD,Ahmedabad DC,DE-HAM,Hamburg,Food Products,HS-21,2,8286,COSCO Shipping,in_transit,0.23,0,rail,1.3
SHP-000193,2025-01-15,2025-02-09,2025-02-17,25,33,8,MY-PTG,Port Klang,DE-HAM,Hamburg,Food Products,HS-21,1,1571,PIL (Pacific Int. Line),delayed,0.467,1,sea,0.9
SHP-000194,2025-09-02,2025-09-05,2025-09-05,3,3,0,AE-DXB,Dubai (Jebel Ali),IN-MUN,Mundra Port,Machinery,HS-84,2,2668,PIL (Pacific Int. Line),delivered,0.228,0,rail,4.0
SHP-000195,2025-12-27,2026-02-10,2026-02-11,45,46,1,JP-YOK,Yokohama,IN-HAZ,Hazira Port,Steel & Iron,HS-72,2,4242,MSC,delivered,0.089,0,road,1.3
SHP-000196,2025-10-29,2025-11-12,2025-11-13,14,15,1,DE-HAM,Hamburg,AE-DXB,Dubai (Jebel Ali),Plastics,HS-39,1,3785,Hapag-Lloyd,delivered,0.269,0,sea,1.3
SHP-000197,2025-10-17,2025-10-26,2025-11-03,9,17,8,MY-PTG,Port Klang,AE-DXB,Dubai (Jebel Ali),Plastics,HS-39,2,2236,CMA CGM,delivered,0.252,1,road,1.4
SHP-000198,2026-02-07,2026-02-16,2026-02-18,9,11,2,IN-HAZ,Hazira Port,DE-HAM,Hamburg,Chemical Products,HS-38,2,7600,Maersk Line,delivered,0.157,0,rail,1.2
SHP-000199,2025-01-11,2025-02-03,2025-02-03,23,23,0,IN-HAZ,Hazira Port,IN-CHN,Chennai Port,Chemical Products,HS-38,1,1496,MSC,delayed,0.057,0,road,3.2
SHP-000200,2025-12-01,2025-12-14,2025-12-16,13,15,2,IN-AMD,Ahmedabad DC,IN-MUN,Mundra Port,Agricultural Products,HS-10,1,1214,Evergreen Marine,delivered,0.301,0,road,1.6
SHP-000201,2025-10-09,2025-11-12,2025-11-12,34,34,0,IN-KOL,Kolkata Port,IN-DEL,Delhi ICD (Tughlakabad),Food Products,HS-21,1,1158,ONE (Ocean Network Express),delivered,0.484,0,rail,3.4
SHP-000202,2025-06-07,2025-07-05,2025-07-06,28,29,1,IN-VIZ,Visakhapatnam Port,IN-AMD,Ahmedabad DC,Textiles & Garments,HS-62,1,3028,Hapag-Lloyd,delivered,0.325,0,multimodal,2.6
SHP-000203,2025-02-01,2025-02-13,2025-02-16,12,15,3,AE-DXB,Dubai (Jebel Ali),US-LAX,Los Angeles,Food Products,HS-21,1,2208,MSC,delayed,0.33,0,multimodal,4.2
SHP-000204,2026-03-28,2026-04-15,2026-04-16,18,19,1,IN-BLR,Bangalore Hub (Whitefield),IN-AMD,Ahmedabad DC,Food Products,HS-21,2,8594,MSC,in_transit,0.202,0,rail,1.0
SHP-000205,2025-04-19,2025-05-04,2025-05-04,15,15,0,IN-HYD,Hyderabad DC,CN-SHA,Shanghai,Pharmaceuticals,HS-30,1,3598,Evergreen Marine,delivered,0.786,0,multimodal,3.0
SHP-000206,2026-02-07,2026-03-21,2026-03-22,42,43,1,US-LAX,Los Angeles,IN-PUN,Pune DC (Chakan),Electronics,HS-85,1,1412,Evergreen Marine,delivered,0.164,0,sea,4.0
SHP-000207,2025-07-16,2025-08-29,2025-08-30,44,45,1,DE-HAM,Hamburg,IN-BLR,Bangalore Hub (Whitefield),Chemical Products,HS-38,3,4515,PIL (Pacific Int. Line),delivered,0.174,0,road,4.5
SHP-000208,2025-06-09,2025-06-29,2025-07-02,20,23,3,IN-MUN,Mundra Port,TH-LCH,Laem Chabang,Chemical Products,HS-38,15,25995,MSC,delivered,0.349,0,multimodal,3.8
SHP-000209,2026-02-10,2026-02-23,2026-02-23,13,13,0,JP-YOK,Yokohama,IN-KOL,Kolkata Port,Machinery,HS-84,2,7992,ZIM Integrated Shipping,delayed,0.156,0,rail,1.7
SHP-000210,2025-11-22,2025-12-02,2025-12-04,10,12,2,IN-PUN,Pune DC (Chakan),IN-GAU,Guwahati Warehouse,Agricultural Products,HS-10,2,6466,COSCO Shipping,delivered,0.207,0,sea,1.8
SHP-000211,2026-03-14,2026-04-22,2026-04-25,39,42,3,KR-BUS,Busan,IN-KOL,Kolkata Port,Pharmaceuticals,HS-30,8,27608,COSCO Shipping,delivered,0.153,0,sea,2.6
SHP-000212,2026-02-15,2026-02-18,2026-02-18,3,3,0,IN-PAR,Paradip Port,CN-SHA,Shanghai,Food Products,HS-21,5,10255,PIL (Pacific Int. Line),in_transit,0.247,0,multimodal,1.6
SHP-000213,2025-09-24,2025-11-05,2025-11-06,42,43,1,IN-PUN,Pune DC (Chakan),ZA-DUR,Durban,Plastics,HS-39,1,3513,MSC,disrupted,0.478,0,sea,2.7
SHP-000214,2025-06-16,2025-07-06,2025-07-06,20,20,0,TH-LCH,Laem Chabang,US-LAX,Los Angeles,Plastics,HS-39,1,2918,Hapag-Lloyd,in_transit,0.471,0,road,3.6
SHP-000215,2025-05-13,2025-06-11,2025-06-12,29,30,1,IN-MUN,Mundra Port,IN-COK,Kochi Warehouse,Chemical Products,HS-38,3,9429,Maersk Line,delayed,0.175,0,multimodal,4.6
SHP-000216,2026-03-09,2026-03-22,2026-03-25,13,16,3,DE-HAM,Hamburg,IN-GAU,Guwahati Warehouse,Chemical Products,HS-38,1,1199,ZIM Integrated Shipping,delivered,0.404,0,road,3.4
SHP-000217,2026-01-17,2026-02-08,2026-02-09,22,23,1,AE-DXB,Dubai (Jebel Ali),DE-HAM,Hamburg,Automobile Parts,HS-87,2,6396,ONE (Ocean Network Express),delivered,0.279,0,multimodal,1.1
SHP-000218,2025-06-20,2025-08-02,2025-08-14,43,55,12,CN-SHA,Shanghai,IN-VIZ,Visakhapatnam Port,Petroleum Products,HS-27,4,3276,ONE (Ocean Network Express),delivered,0.144,1,sea,1.1
SHP-000219,2025-09-02,2025-09-29,2025-09-29,27,27,0,IN-MUM,Mumbai Warehouse (Bhiwandi),IN-DEL,Delhi ICD (Tughlakabad),Agricultural Products,HS-10,1,2328,ZIM Integrated Shipping,disrupted,0.565,0,sea,3.3
SHP-000220,2026-03-26,2026-04-20,2026-04-20,25,25,0,LK-CMB,Colombo,AE-DXB,Dubai (Jebel Ali),Medical Devices,HS-90,2,6422,MSC,delivered,0.314,0,rail,2.0
SHP-000221,2025-03-26,2025-04-23,2025-04-23,28,28,0,IN-COK,Kochi Warehouse,DE-HAM,Hamburg,Automobile Parts,HS-87,4,5348,COSCO Shipping,delivered,0.079,0,sea,2.2
SHP-000222,2025-01-25,2025-03-11,2025-03-11,45,45,0,NL-RTM,Rotterdam,IN-KOL,Kolkata Port,Food Products,HS-21,1,1274,Maersk Line,delivered,0.238,0,sea,1.9
SHP-000223,2025-11-07,2025-11-18,2025-11-19,11,12,1,IN-KOC,Kochi Port,US-LAX,Los Angeles,Food Products,HS-21,3,9990,MSC,delivered,0.163,0,road,4.2
SHP-000224,2025-07-29,2025-08-19,2025-08-19,21,21,0,CN-SZX,Shenzhen,DE-HAM,Hamburg,Medical Devices,HS-90,3,4950,ZIM Integrated Shipping,delivered,0.434,0,multimodal,1.2
SHP-000225,2026-01-06,2026-01-15,2026-01-20,9,14,5,IN-VIZ,Visakhapatnam Port,IN-GAU,Guwahati Warehouse,Textiles & Garments,HS-62,3,6036,COSCO Shipping,delivered,0.037,0,road,4.1
SHP-000226,2025-03-01,2025-03-10,2025-03-15,9,14,5,MY-PTG,Port Klang,IN-MUM,Mumbai Warehouse (Bhiwandi),Medical Devices,HS-90,1,1366,Maersk Line,delivered,0.149,0,sea,2.2
SHP-000227,2025-07-25,2025-08-22,2025-09-03,28,40,12,TH-LCH,Laem Chabang,CN-SHA,Shanghai,Textiles & Garments,HS-62,8,29000,Hapag-Lloyd,delayed,0.403,1,rail,1.0
SHP-000228,2025-11-09,2025-12-06,2025-12-09,27,30,3,IN-AMD,Ahmedabad DC,IN-HYD,Hyderabad DC,Pharmaceuticals,HS-30,1,3603,PIL (Pacific Int. Line),delayed,0.419,0,multimodal,2.5
SHP-000229,2025-06-10,2025-06-13,2025-06-15,3,5,2,IN-HAZ,Hazira Port,NL-RTM,Rotterdam,Plastics,HS-39,5,15805,ZIM Integrated Shipping,in_transit,0.093,0,sea,2.4
SHP-000230,2025-12-06,2026-01-19,2026-01-20,44,45,1,LK-CMB,Colombo,IN-AMD,Ahmedabad DC,Steel & Iron,HS-72,8,26480,ZIM Integrated Shipping,delivered,0.24,0,rail,0.8
SHP-000231,2025-06-19,2025-07-09,2025-07-09,20,20,0,IN-COK,Kochi Warehouse,MY-PTG,Port Klang,Automobile Parts,HS-87,3,7050,COSCO Shipping,delivered,0.113,0,multimodal,2.5
SHP-000232,2025-12-01,2025-12-05,2025-12-05,4,4,0,IN-TUT,Tuticorin Port,IN-COK,Kochi Warehouse,Medical Devices,HS-90,1,3049,Evergreen Marine,delivered,0.083,0,rail,3.4
SHP-000233,2026-02-27,2026-03-05,2026-03-08,6,9,3,IN-PUN,Pune DC (Chakan),TH-LCH,Laem Chabang,Steel & Iron,HS-72,2,7886,Yang Ming,delivered,0.216,0,rail,0.5
SHP-000234,2025-09-25,2025-10-21,2025-10-23,26,28,2,DE-HAM,Hamburg,US-NYC,New York/New Jersey,Machinery,HS-84,8,22528,Maersk Line,delivered,0.581,0,rail,1.0
SHP-000235,2026-02-27,2026-03-14,2026-03-16,15,17,2,IN-DEL,Delhi ICD (Tughlakabad),CN-NGB,Ningbo,Petroleum Products,HS-27,5,4950,MSC,delayed,0.407,0,rail,4.8
SHP-000236,2026-04-24,2026-05-24,2026-05-27,30,33,3,IN-JNPT,Nhava Sheva (JNPT),IN-KOL,Kolkata Port,Machinery,HS-84,10,39990,Yang Ming,delayed,0.106,0,multimodal,3.5
SHP-000237,2025-08-03,2025-09-13,2025-09-18,41,46,5,MY-PTG,Port Klang,IN-GAU,Guwahati Warehouse,Agricultural Products,HS-10,2,4408,COSCO Shipping,disrupted,0.287,0,road,4.3
SHP-000238,2025-04-18,2025-05-30,2025-06-01,42,44,2,MY-PTG,Port Klang,CN-NGB,Ningbo,Automobile Parts,HS-87,10,13430,ONE (Ocean Network Express),disrupted,0.363,0,road,3.7
SHP-000239,2025-10-20,2025-12-04,2025-12-06,45,47,2,DE-HAM,Hamburg,IN-AMD,Ahmedabad DC,Food Products,HS-21,2,8540,ZIM Integrated Shipping,delivered,0.436,0,rail,4.9
SHP-000240,2025-12-20,2026-01-10,2026-01-10,21,21,0,NL-RTM,Rotterdam,IN-KND,Kandla Port,Electronics,HS-85,1,4134,ZIM Integrated Shipping,delivered,0.326,0,multimodal,1.6
SHP-000241,2025-07-18,2025-08-16,2025-08-24,29,37,8,US-NYC,New York/New Jersey,IN-KOL,Kolkata Port,Agricultural Products,HS-10,15,15300,ONE (Ocean Network Express),delivered,0.122,1,rail,4.6
SHP-000242,2025-04-10,2025-05-01,2025-05-02,21,22,1,JP-YOK,Yokohama,CN-SZX,Shenzhen,Medical Devices,HS-90,1,1511,MSC,in_transit,0.286,0,sea,2.0
SHP-000243,2026-04-21,2026-05-14,2026-05-15,23,24,1,IN-KND,Kandla Port,IN-CHN,Chennai Port,Pharmaceuticals,HS-30,8,16264,PIL (Pacific Int. Line),delivered,0.236,0,rail,4.8
SHP-000244,2025-08-01,2025-09-07,2025-09-08,37,38,1,IN-HAZ,Hazira Port,IN-GAU,Guwahati Warehouse,Pharmaceuticals,HS-30,2,8836,MSC,delivered,0.29,0,multimodal,5.0
SHP-000245,2025-06-27,2025-07-28,2025-07-28,31,31,0,IN-JNPT,Nhava Sheva (JNPT),IN-TUT,Tuticorin Port,Plastics,HS-39,10,17980,PIL (Pacific Int. Line),disrupted,0.219,0,multimodal,1.7
SHP-000246,2026-02-25,2026-03-23,2026-03-24,26,27,1,US-NYC,New York/New Jersey,IN-MUN,Mundra Port,Machinery,HS-84,2,1958,ZIM Integrated Shipping,delivered,0.562,0,sea,3.3
SHP-000247,2025-04-16,2025-05-23,2025-05-26,37,40,3,CN-NGB,Ningbo,IN-MUM,Mumbai Warehouse (Bhiwandi),Textiles & Garments,HS-62,4,4380,Evergreen Marine,in_transit,0.159,0,sea,1.3
SHP-000248,2026-02-25,2026-03-14,2026-03-19,17,22,5,NL-RTM,Rotterdam,IN-HAZ,Hazira Port,Food Products,HS-21,2,6762,Evergreen Marine,delivered,0.158,0,sea,3.7
SHP-000249,2025-02-24,2025-03-17,2025-03-20,21,24,3,IN-HAZ,Hazira Port,DE-HAM,Hamburg,Machinery,HS-84,3,5859,Hapag-Lloyd,in_transit,0.217,0,rail,1.1
SHP-000250,2025-03-15,2025-04-06,2025-04-08,22,24,2,IN-DEL,Delhi ICD (Tughlakabad),US-NYC,New York/New Jersey,Plastics,HS-39,15,12675,ONE (Ocean Network Express),delivered,0.726,0,sea,1.9
SHP-000251,2026-04-09,2026-05-23,2026-05-28,44,49,5,DE-HAM,Hamburg,CN-NGB,Ningbo,Agricultural Products,HS-10,1,1704,CMA CGM,delivered,0.144,0,sea,4.3
SHP-000252,2025-12-10,2025-12-17,2025-12-17,7,7,0,IN-PUN,Pune DC (Chakan),IN-HAZ,Hazira Port,Chemical Products,HS-38,4,11180,COSCO Shipping,disrupted,0.297,0,sea,4.6
